"subj_code","condition","desktop_conf","attent_conf","Ysym_side","test_stimulus","dv_selection","age","gender","tech_issues","explanation","dv_selection_rec"
"LXQQEgvTKJrV",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",0,"34","2: female","No errors","The decision I took was based on the way the shape was standing. Since it was vertical just like the initial object, I selected it.","Ysym"
"mO7RrAqEOriu",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,"34","2: female","none","the triangle in the first instance was vertical so i figured that the newer object was the horizontal one","not-Ysym"
"nyQg6Xot3AGf",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,"32","2: female",NA,"I felt like because the second discovery had an image on the left that was the same as the first discovery that they must emit the same intensity of rays. Therefore the different object emits the different frequency","not-Ysym"
"PGVpILcE5ept",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",1,"59","1: male","None.","It's not possible to tell which one is emitting what. It's a foreign planet and nothing can be taking for granted as nothing is known.","None"
"y2ZhLuFV7WYH",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,"23","2: female","No","I have made my assumption based on the fact it is rotated differently and had a different shadow","not-Ysym"
"yidxaKR21qW4",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,"36","2: female",NA,"The first object we saw stood vertical, the difference with the 2nd image was one was vertical and the other horizontal. I figured maybe that had something to do with it.","not-Ysym"
"0aG2ktufxpEj",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,"70","2: female","n/a","I believe the original black object appeared ""upside down"" so I chose the one that looked right side up as the different object.","not-Ysym"
"6pSTiueECLTy",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,"22","2: female",NA,"The object is not the same as the first. It has a different orientation.","not-Ysym"
"D6BTUO3ekvIq",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,"48","1: male","N/A - thanks","I made my choice to select the object on the right as it was a different shape to the original object and therefore plausible that it would emit a different intensity of alpha rays.","not-Ysym"
"dNuxR41GuE7H",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,"23","2: female","none","The orientation of the object on the left was the same as the initially mentioned object so I would guess that it would emit similar or the same alpha rays.","not-Ysym"
"f5L4VLPKk4Lv",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,"47","1: male",NA,"When two objects were present the second object was the same shape as the one in the first picture, hence my summation that it would be submitting the same kind of ultra rays.","not-Ysym"
"IU54wuWe2Co8",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,"21","2: female","N/A","I choose the right as the different one because both the initial and the one on the left had their pointy side on the ground.","not-Ysym"
"JsWwZqnOW7Ri",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,"31","1: male","None","the image on the right was rotated to a different angle from that on the first screen.","not-Ysym"
"jvNfJYAyQ46X",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",0,"78","1: male","No errors","I certain that I picked the correct object","Ysym"
"PFoe7OGggwbf",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,"34","2: female","N/A","The one on the right is the same shape but upside down therefore it's logical to suggest the one on the left is the same as the previous screen and the one on the right is different.","not-Ysym"
"poNv36XHWV8X",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,"49","2: female",NA,"I looked a the position of the object","not-Ysym"
"rwIQdUTkn75P",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,"53","1: male",NA,"I chose the one that was different to the object they came across first","not-Ysym"
"tFKbQ0EDT4du",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,"22","1: male",NA,"Visually different to the item on the left, which is the same as the original object","not-Ysym"
"v2lcJQn2164s",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,"34","2: female","There were no technical issues.","The other initial object, as far as I can remember, was the same shape as the object on the right. Therefore I would assume that the object that looks different from the initial object would give off different alpha rays.","not-Ysym"
"V4YGoKLhFUFm",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,"35","2: female","None","The object on the right was the new object, so it must have been the one emitting different levels of alpha rays.","not-Ysym"
"zAvow3b00rIX",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",0,"18","1: male","No problems, runs very smoothly
","Since the ray is opposite and has been rotated 180 degrees from the previous angle","Ysym"
"1AQfgu7neolR",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,"45","1: male",NA,"left one is in same orientation as the first one","not-Ysym"
"3Qs8jB8v87Jw",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,"28","1: male","none at all. Was a very simple to understand study where everything ran smoothly.","because I feel like the shape I selected was different, at least in orientation to the original object i was shown.","not-Ysym"
"8oTfMjK7ZDl5",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,"31","2: female",NA,"Because it is facing the opposite way from the other one.","not-Ysym"
"9SI6NuceXPiZ",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,"39","1: male","None","It appeared visually different","not-Ysym"
"aa3Ps0OzTvCT",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,"34","1: male",NA,"I wouldn't be confident in my answer. But I chose it because it had the only other discernible difference, that it was flipped. In lieu of any other information, having one difference would suggest that they might be different in other ways.","not-Ysym"
"dCoVpeznu6FH",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",0,"40","1: male",NA,"looking at the pictures the 1 I selected is symmetrical to the original hence why i chose the left option","Ysym"
"m8NJ4GthSOPg",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,"27","1: male",NA,"The reason I chose what I chose is because the shape is is different(from what i can remember) to the first shape shown. So I would think it would emit a different radiation","not-Ysym"
"Ni9VWt1ijDcH",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",1,"31","2: female",NA,"The second scenario said that it was emitting a different intensity to the first but didn't specify if this was more or less intense","None"
"nQPaku8JmsOU",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",0,"60","1: male",NA,"I thought the objrct I selected looked most like the one in the original description","Ysym"
"P5Y0gyrO5bS2",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,"35","2: female",NA,"Because it is upside down it might transmit differently","not-Ysym"
"rUdL4EBwCPTl",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",0,"31","2: female",NA,"it looked the same as the original object seen","Ysym"
"sdpwjJSppoXO",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,"72","2: female",NA,"The configuration of the object I chose was different to the configuration of the original object in the first illustration","not-Ysym"
"wEIL9a2ZMG9F",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",1,"30","2: female","N/A","It felt like the right thing to do","None"
"yBYvlngtZlw7",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,"37","1: male",NA,"Intuitively, it seemed to me that the rays would be affected by the angle of the object, i.e. they would disperse quicker with the angle facing upwards.","not-Ysym"
"yVsQaHOb5fVT",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,"25","2: female","None","The object on the right is transmititng the same as the first one while the second one isnt when we look at the shapes.","not-Ysym"
"0EJpqg3qDZMZ",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,"28","1: male",NA,"The first one was on the ground. therefore it would make sense the second one on the ground would give the same rays.","not-Ysym"
"5ItSz868NqFU",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,"50","2: female",NA,"The object on the left is in the exact same position and heigh as the first one, they also have the same size, the object on the right is in a new heigh so we can assume that it is somewhat different","not-Ysym"
"BraWcYupdxOn",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,"35","2: female",NA,"I chose that object because of how it was oriented. I believe that the other orientation was the same as the original object they came across.","not-Ysym"
"cEUvUpdiOt62",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",1,"38","2: female",NA,"I am unsure which as both objects are present and they could both be as powerful as each other or one could be more powerful than the other","None"
"DkttigxR3nEz",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,"37","1: male",NA,"floating could be a sign of greater force (alpha rays)","not-Ysym"
"fmVDwMsJ6wD9",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,"32","1: male",NA,"I feel like it is the right one as it has lifted of the ground","not-Ysym"
"MBxYCjhVaVby",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,"30","2: female","No errors","If there was one object first emitting rays and in the second scenario the rays emitted increased, I would have thought that it would be coming from the second object added into the scenario. If course that might not be the case, it could be the second object was emitting less and therefore when the second object was introduced into the scenario that was now the one emitting more rays. I just made a quick assumption and went with my gut versus thinking it through more logically","not-Ysym"
"MNU8IOan10GO",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",0,"75","1: male","None that I noticed","The choice was between one on the ground facing a different direction or one in the air facing the same. I just thought that contact with the planet's surface might be the deciding factor, assuming that changing the orientation of the object is unlikely to change the signal.","Ysym"
"OTeI5pZdMupW",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,"32","1: male","No","It is floating","not-Ysym"
"P6FfuWfbqtHL",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,"45","2: female",NA,"I choose the one on the right as it appeared to be elevated.","not-Ysym"
"RVigm2ur7GFx",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,"25","1: male","No errors. everything went well","In the first image, we saw that the object touched the ground. In the second image, the object on the right was hanging in the air. Which makes it the most likely one to be emitting different intensity","not-Ysym"
"V1nHDgAZyjH9",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,"27","1: male",NA,"Distance to the ground of the left object was the same as that of the first object, therefore the frequencies should be the ones that were the same.","not-Ysym"
"WeNG5DUVtaPl",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,"40","2: female","I didn't see any.","The object on the right was hovering which was the only difference I could see between the object on the left and the object on the previous screen.","not-Ysym"
"XoZWGzCDkGcK",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",0,"50","2: female","None","I think it is the object on the left because it is a reverse image of the original one and the floating object is congruent to the original one.","Ysym"
"ybmaXprRo8FX",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,"36","2: female",NA,"The right shape was floating which suggests it is different in some way","not-Ysym"
"5CEAZOctp7mo",7,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Translation.svg",1,"30","2: female",NA,"It could be either one so i'm not sure","None"
"65uddpSbpWGr",7,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Translation.svg",2,"35 unfortunately","1: male","no it was great","it was closer to the space man or woman","not-Ysym"
"CVNVt9zxT1pq",7,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Translation.svg",0,"28","3: non-binary","None!","The leftmost object was facing a different direction to the first object, so I thought it would be more likely to be the one producing different rays.","Ysym"
"DYpM73bEYdyQ",7,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Translation.svg",2,"42","2: female","None","I don't really know. I just feel as though I had a 'pull' towards the object on the right!","not-Ysym"
"l6ZCJcxprSUL",7,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Translation.svg",2,"37","2: female","None","I think since it was the one on the right because of the way it was explained and it was my gut feeling.","not-Ysym"
"oTGsiIlyB9Ff",7,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Translation.svg",1,"26","1: male",NA,"After studying the picture, I didn't notice any differences in either of the 2 new objects found, therefore I was unable to make a decision based on image alone.","None"
"p1kvg53D7yLz",7,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Translation.svg",0,"52","1: male",NA,"The astronaut was standing further away from the object suggesting a hesitance.","Ysym"
"SA4vtmHkNJEg",7,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Translation.svg",2,"61","2: female",NA,"I felt the one I picked was the correct one because of its location","not-Ysym"
"sA58laX1Rgq3",7,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Translation.svg",1,"30","2: female",NA,"I'm not sure which one out of left or right.","None"
"SpoG9YhWiZjq",7,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Translation.svg",2,"27","1: male",NA,"I believe the object was facing the direction that it is on the right","not-Ysym"
"swAGBkxOpj4o",7,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Translation.svg",2,"33","1: male","none","same as first picture","not-Ysym"
"tDvIb1GyoX4P",7,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Translation.svg",2,"38","1: male",NA,"I read from left to right. When the first option was mentioned, I assumed to be the object on the left. When the 2nd was mentioned, I assumed the object on the right.","not-Ysym"
"TeO3ubeJE568",7,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Translation.svg",2,"33","1: male",NA,"I assume the intensity is less and as such the person is able to get closer to the object so I chose the object which had the person closest to it.","not-Ysym"
"tih7WbrgQSEn",7,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Translation.svg",1,"46","1: male","No problems encountered.","I cannot see how I would be able to make a definite informed decision with the information supplied so I chose not to pick any particular object.","None"
"XL9TmdWP2DmB",7,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Translation.svg",2,"42","1: male",NA,"The person is closer to the object, which leads me to believe that the alpha rays are lower.","not-Ysym"
"0PRfS4MgaVwX",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",0,"57","2: female",NA,"It was bigger than the first object, so I assumed it would be transmitting more rays.","not-Ysym"
"3BwoB6WSMr0L",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",2,"38","2: female","None","It was the same shape as the first one even though the first image was smaller so I made an assumption that it was shape rather than size that mattered.","Ysym"
"8IkWUsp7sUmJ",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",0,"30","1: male",NA,"There was a different level of radiation being emitted from the two objects. I can only assume the size corresponds the amount of radiation emitted.","not-Ysym"
"b8A5vpcdimET",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",0,"33","1: male","No","The image is bigger so is giving more radiation","not-Ysym"
"CTf8He2uTTBw",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",0,"52","2: female","No issues, thank you!","I figured the larger black object was giving off a different intensity of alpha rays than the smaller object which was similar in size to the previous screen.","not-Ysym"
"IDcKH5nfUTxv",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",0,"46","2: female",NA,"because the left object was larger than the other right object, the right object was the same size as the black object displayed on the ist page","not-Ysym"
"IrSKtKbz9UMf",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",2,"69","1: male",NA,"There wasn't an awful lot of information on which to base judgement so I decided to use size as the criteria.","Ysym"
"kzs5BmTrVZCJ",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",0,"23","1: male",NA,"It looks more similar to the object than the object on the right","not-Ysym"
"lZJu8KGGvcT7",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",0,"23","2: female",NA,"The larger the object the more radiation it will emmit as it can contain more aplpha rays","not-Ysym"
"NigzLGjD5bbz",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",2,"37","2: female",NA,"the objecton the right is close to the size of the origional","Ysym"
"q46V7mbKXffT",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",2,"58","1: male",NA,"It seemed like the correct size of the object","Ysym"
"s5fKuT4eRamj",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",0,"49","2: female","None","I think that the object on the left in the second image was significantly larger than the one in the first image. I have therefore inferred that it will emit a different level of radiation. The object on the right in the second image appears to be about the same size as i recall from the first image and I have therefore assumed it will emit the same level of radiation.","not-Ysym"
"u45DR17UNhrq",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",0,"69","1: male","none","I'm sure i remember the one on the left as being the initial object","not-Ysym"
"WmJXrvIxxpEf",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",0,"27","1: male","nothing all good","Bigger size of the object bigger the radiation emitted ?","not-Ysym"
"yTgZp3JyyKw6",8,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Big.svg",0,"19","2: female",NA,"The one on the left was larger, I imagine the larger surface area will mean it emits more","not-Ysym"
"1Vzy4E1uRcpT",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",2,"43","2: female","no issues","Am not very sure about my answer but I think size of object","Ysym"
"3IdU7FwgFsFX",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,"64","1: male","None","I selected that one because the shape of the one on the right was the same shape as the first one I encountered. So I presumed that one was emitting the same rays as the first one. Hence the one on the left is different shape so is emitting different rays.","not-Ysym"
"6QTiTRXZAPI4",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,"19","2: female",NA,"The two objects are different shapes.","not-Ysym"
"808cUU669pQg",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,"23","1: male",NA,"I think the one on the left was the same shape as the now on the previous screen","not-Ysym"
"eKOJm94DeD9I",9,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Angle.svg",0,"38","2: female","nothing","i think the shape was different (the angle of the top was different) so I think this is the one emitting the different wave length. The other object would look the same as the previous one if you walked around it so I am assuming it is the same","not-Ysym"
